0.063442;0.66586;0.80754;0.63035;0.24445;0.75059;0.17647;0.72719;0.78007;0.92896;0.31706;0.79959;0.28896;0.81348;0.91266;0.3177;0.08112;0.88568;0.70921;0.90503;0.77415;0.20306;0.31787;0.89182;0.081002;0.26748;0.88766;0.77882;0.16115;0.8799;0.24791;0.3942;0.90885;0.23907;0.19113;0.11349;0.071475;0.21029;0.90875;0.20775;0.23664;0.078127;0.80591;0.85259;0.67781;0.10433;0.14026;0.3118;0.19417;0.061102;0.56542;0.12225;0.11798;0.38364;0.67228;0.773;0.76696;0.1625;0.27116;0.31542
0.058269;0.67073;0.81447;0.62567;0.2288;0.75531;0.15813;0.72746;0.79394;0.93101;0.28739;0.80531;0.3081;0.81983;0.90438;0.29312;0.081017;0.88078;0.72828;0.90557;0.76078;0.18651;0.31976;0.88328;0.087028;0.25652;0.87485;0.76696;0.15548;0.8495;0.2658;0.41454;0.89625;0.21922;0.17274;0.12601;0.066409;0.19129;0.89921;0.19983;0.22002;0.082746;0.79212;0.82421;0.66147;0.10298;0.12919;0.32232;0.20726;0.061909;0.53223;0.14776;0.12613;0.41387;0.69398;0.78613;0.75076;0.14493;0.24639;0.33409
0.056052;0.67734;0.82049;0.61774;0.21456;0.76023;0.15685;0.72516;0.794;0.92997;0.28336;0.80359;0.31292;0.81816;0.90003;0.2901;0.083346;0.8767;0.72995;0.90311;0.75695;0.1859;0.31986;0.87947;0.090741;0.25389;0.86894;0.76354;0.15735;0.84014;0.27071;0.41876;0.89094;0.21783;0.17157;0.13098;0.06736;0.18862;0.89485;0.20105;0.2193;0.08609;0.78642;0.81517;0.65774;0.10538;0.12949;0.3246;0.21136;0.063973;0.52529;0.15642;0.13105;0.42092;0.69651;0.78609;0.74618;0.14373;0.24283;0.33854
0.058683;0.68058;0.82082;0.61041;0.20932;0.76078;0.16333;0.71659;0.78578;0.92924;0.29179;0.79528;0.31088;0.81009;0.89582;0.29856;0.087186;0.87032;0.72142;0.89836;0.75815;0.19358;0.31539;0.87734;0.094486;0.25003;0.86239;0.76492;0.1648;0.8333;0.26978;0.41416;0.88678;0.22605;0.17861;0.13403;0.070294;0.19077;0.89165;0.20936;0.22761;0.089653;0.77786;0.80968;0.66117;0.11066;0.13544;0.32071;0.21121;0.065995;0.52954;0.16383;0.13791;0.41815;0.68805;0.77776;0.74698;0.14976;0.24687;0.33566
0.064488;0.67767;0.81476;0.60692;0.2137;0.75539;0.16926;0.70233;0.77574;0.93055;0.30033;0.78359;0.30882;0.79919;0.88965;0.30827;0.091366;0.86095;0.71086;0.89271;0.75987;0.20193;0.3067;0.87457;0.099481;0.24018;0.85141;0.7672;0.17444;0.81787;0.26925;0.40831;0.88002;0.23508;0.18553;0.13897;0.07215;0.18945;0.88699;0.22068;0.23748;0.094115;0.76169;0.79773;0.66589;0.11711;0.14156;0.31431;0.2111;0.067238;0.53219;0.17898;0.1487;0.41685;0.6776;0.76724;0.74759;0.15503;0.24794;0.33221
0.070245;0.6676;0.80392;0.61006;0.22536;0.74454;0.17871;0.68861;0.76326;0.931;0.31413;0.77108;0.30366;0.78725;0.88483;0.3222;0.095832;0.85246;0.69709;0.88675;0.76362;0.21335;0.29831;0.87307;0.1036;0.23307;0.84283;0.77119;0.1851;0.80849;0.26581;0.39924;0.87542;0.24768;0.19592;0.14183;0.075302;0.19204;0.88383;0.23325;0.25027;0.097985;0.74865;0.79113;0.67311;0.12397;0.14988;0.30655;0.20898;0.068729;0.54066;0.18909;0.15794;0.41035;0.66354;0.75448;0.75079;0.16371;0.25385;0.32579
0.072834;0.65148;0.79122;0.62099;0.24053;0.73042;0.19068;0.6774;0.74989;0.93157;0.33309;0.75981;0.29371;0.77637;0.88391;0.33999;0.098725;0.8476;0.68097;0.88252;0.77091;0.22646;0.29047;0.8749;0.10456;0.22971;0.84003;0.77828;0.19464;0.8094;0.25756;0.3859;0.87585;0.26276;0.20868;0.14003;0.078468;0.19865;0.88461;0.24515;0.26467;0.099113;0.74191;0.79406;0.68393;0.12917;0.15891;0.29686;0.20304;0.068946;0.55682;0.18994;0.16256;0.39637;0.64633;0.74101;0.7584;0.17483;0.26476;0.31498
0.069549;0.63147;0.78006;0.63944;0.25442;0.71579;0.20134;0.66611;0.73746;0.93608;0.35444;0.75015;0.27804;0.76755;0.8882;0.36006;0.097464;0.84723;0.6635;0.88231;0.78346;0.2383;0.27943;0.8819;0.10056;0.22464;0.84259;0.79044;0.20136;0.81581;0.24355;0.36722;0.88201;0.27754;0.22026;0.13257;0.078078;0.20417;0.89075;0.25569;0.27871;0.095455;0.73748;0.8039;0.69991;0.13052;0.16554;0.28277;0.19173;0.06479;0.5789;0.18509;0.16243;0.37565;0.62665;0.72824;0.77163;0.18446;0.27561;0.29864
0.060529;0.61256;0.77368;0.66116;0.2628;0.70456;0.20709;0.6546;0.72863;0.94569;0.37317;0.74333;0.25914;0.76224;0.89704;0.37836;0.091284;0.85116;0.64788;0.88693;0.79977;0.24562;0.26482;0.89342;0.091852;0.21532;0.84902;0.80643;0.2038;0.82285;0.22602;0.34595;0.89254;0.28835;0.22705;0.12079;0.07252;0.20482;0.90145;0.26328;0.28931;0.087017;0.73302;0.81649;0.71901;0.12711;0.16728;0.26532;0.17646;0.055588;0.60185;0.17844;0.15832;0.35254;0.60796;0.71864;0.78849;0.18908;0.28173;0.27921
0.052142;0.60549;0.77483;0.67469;0.26485;0.70312;0.20623;0.65436;0.72919;0.95288;0.38014;0.7458;0.24686;0.7655;0.90742;0.38472;0.083547;0.85991;0.64373;0.89438;0.81071;0.24465;0.25865;0.90379;0.082118;0.21297;0.86007;0.81689;0.19906;0.83557;0.21376;0.33428;0.90426;0.28949;0.2264;0.1092;0.066305;0.20437;0.91225;0.26146;0.29005;0.07771;0.73841;0.83171;0.73002;0.12007;0.16372;0.25619;0.16531;0.047352;0.61571;0.16574;0.14882;0.3374;0.60149;0.71879;0.80032;0.1878;0.28368;0.26734
0.048798;0.61164;0.78133;0.67672;0.2646;0.71098;0.20163;0.67065;0.73903;0.9523;0.37532;0.7589;0.24472;0.77775;0.91729;0.3778;0.077477;0.87275;0.65272;0.90204;0.81227;0.23703;0.26737;0.90979;0.07399;0.22529;0.87617;0.81754;0.18794;0.8593;0.21003;0.33644;0.9156;0.28188;0.22072;0.099988;0.063794;0.20826;0.92063;0.24918;0.28098;0.070448;0.75964;0.85161;0.72853;0.11166;0.15752;0.26067;0.1619;0.044454;0.61923;0.14296;0.13381;0.33249;0.60962;0.72921;0.80367;0.1838;0.28597;0.26692
0.047481;0.61301;0.78319;0.68264;0.27247;0.7146;0.20262;0.69135;0.74639;0.94783;0.37674;0.77248;0.2404;0.78969;0.92839;0.37501;0.073042;0.88713;0.65915;0.90847;0.81439;0.2336;0.28036;0.91608;0.065615;0.2458;0.8965;0.81817;0.17779;0.89484;0.20411;0.33688;0.92953;0.27874;0.22027;0.088724;0.064993;0.22008;0.93012;0.23715;0.27502;0.06349;0.78922;0.88054;0.7278;0.10442;0.15505;0.26647;0.15761;0.043935;0.62962;0.11033;0.11585;0.32191;0.615;0.73774;0.80869;0.18546;0.29681;0.26477
